Title: Nd3

System Thermodynamic Data:
Pressure Temperature mass F phi S H V dVdP*10^6 dVdT*10^6 Cp logfO2(absolute) logfO2-NNO rhol rhos viscosity aH2O chisqr
500.00 1523.15 97.822266 1.0000000000000000 1.000000 264.624482 -1179926.699919 36.536190 -205.556627 2325.525062 145.646178 -7.007 0.000 2.677407 0.000000 2.340 0 0.000
500.00 1513.15 97.822845 1.0000000000000000 1.000000 263.666188 -1181391.584461 36.513448 -205.771231 2325.654899 145.649151 -7.116 0.000 2.679091 0.000000 2.384 0 0.000
500.00 1503.15 97.823461 1.0000000000000000 1.000000 262.701557 -1182857.047746 36.490736 -205.986944 2325.792721 145.652307 -7.225 0.000 2.680775 0.000000 2.428 0 0.000
500.00 1493.15 97.824113 1.0000000000000000 1.000000 261.730502 -1184323.111116 36.468052 -206.203832 2325.938771 145.655651 -7.336 0.000 2.682461 0.000000 2.473 0 0.000
500.00 1483.15 97.824436 0.9792624651028509 0.979134 260.296420 -1186461.778558 36.412129 -202.620358 2302.550940 145.100797 -7.449 0.000 2.686942 2.670032 2.498 0 0.000
500.00 1473.15 95.796835 0.9632860869486543 0.962941 253.587594 -1161088.056746 35.572372 -195.123743 2244.544934 138.350973 -7.563 0.000 2.693978 2.667913 2.506 0 0.000
500.00 1463.15 92.280824 0.9647970364432690 0.964345 243.346153 -1115012.885826 34.178800 -187.265447 2176.794233 133.247526 -7.679 0.000 2.701210 2.665678 2.512 0 0.000
500.00 1453.15 89.032193 0.9070731459137631 0.913490 232.481183 -1074468.586438 32.652029 -172.864902 2048.489106 126.756441 -7.796 0.000 2.707542 2.928963 2.549 0 0.000
500.00 1443.15 80.758115 0.8813074144200012 0.890273 209.548536 -969526.142462 29.458177 -155.046688 1839.686275 113.825649 -7.915 0.000 2.713843 2.965437 2.601 0 0.000
500.00 1433.15 71.173368 0.8666616778689458 0.875968 183.774285 -848060.870954 25.882792 -136.310035 1613.890409 99.461746 -8.035 0.000 2.720619 2.956160 2.656 0 0.000
500.00 1423.15 61.685591 0.8827653708422170 0.890879 158.799212 -728092.439624 22.411269 -121.017147 1419.466485 85.851938 -8.157 0.000 2.727367 2.957103 2.708 0 0.000
500.00 1413.15 54.457751 0.8939357896608001 0.901391 139.696279 -637208.363506 19.758087 -108.860777 1267.337701 75.443086 -8.281 0.000 2.733428 2.964622 2.762 0 0.000
