Title: Nd2

System Thermodynamic Data:
Pressure Temperature mass F phi S H V dVdP*10^6 dVdT*10^6 Cp logfO2(absolute) logfO2-NNO rhol rhos viscosity aH2O chisqr
500.00 1523.15 98.213805 1.0000000000000000 1.000000 266.224817 -1188841.069796 37.172677 -217.992785 2303.860480 145.315250 -7.007 0.000 2.642097 0.000000 2.567 0 0.000
500.00 1513.15 98.214359 1.0000000000000000 1.000000 265.268630 -1190302.320972 37.150129 -218.223320 2303.984582 145.318091 -7.116 0.000 2.643715 0.000000 2.613 0 0.000
500.00 1503.15 98.214947 1.0000000000000000 1.000000 264.306117 -1191764.128338 37.127609 -218.454916 2304.116316 145.321108 -7.225 0.000 2.645335 0.000000 2.660 0 0.000
500.00 1493.15 98.215570 1.0000000000000000 1.000000 263.337193 -1193226.512394 37.105117 -218.687633 2304.255915 145.324304 -7.336 0.000 2.646955 0.000000 2.707 0 0.000
500.00 1483.15 98.216230 1.0000000000000000 1.000000 262.361767 -1194689.494501 37.082654 -218.921536 2304.403623 145.327687 -7.449 0.000 2.648576 0.000000 2.754 0 0.000
500.00 1473.15 98.216926 1.0000000000000000 1.000000 261.398028 -1196126.108147 37.060221 -219.156692 2304.559695 141.388133 -7.563 0.000 2.650198 0.000000 2.803 0 0.000
500.00 1463.15 98.217662 1.0000000000000000 1.000000 260.436221 -1197550.868767 37.037819 -219.393170 2304.724393 141.381856 -7.679 0.000 2.651821 0.000000 2.852 0 0.000
500.00 1453.15 98.218026 0.9792935789089516 0.979324 259.020331 -1199620.853206 36.980594 -215.683284 2281.775543 140.903461 -7.796 0.000 2.655851 2.659864 2.881 0 0.000
500.00 1443.15 96.182695 0.9041899337095657 0.911472 250.941517 -1176043.914791 35.894357 -199.704889 2153.144018 135.757413 -7.915 0.000 2.658197 2.900018 2.947 0 0.000
500.00 1433.15 86.965921 0.8714913261913072 0.882219 225.338930 -1059227.906255 32.315619 -177.973223 1917.960957 121.294768 -8.035 0.000 2.658419 2.936251 3.046 0 0.000
500.00 1423.15 75.791386 0.8855980514218245 0.895526 195.812207 -917088.008021 28.200101 -159.553266 1688.224894 105.205362 -8.157 0.000 2.657833 2.943023 3.147 0 0.000
500.00 1413.15 67.124129 0.8975815228811166 0.906643 172.878659 -807715.409123 25.009990 -144.903019 1508.044656 92.747222 -8.281 0.000 2.657068 2.944398 3.248 0 0.000
500.00 1403.15 60.257042 0.9030630277387374 0.912376 154.593133 -721686.250181 22.473215 -132.674352 1357.713024 82.795336 -8.407 0.000 2.653913 2.966268 3.363 0 0.000
500.00 1393.15 54.476311 0.8471729053600958 0.871221 138.237949 -651842.260723 20.284804 -118.701857 1149.775423 73.333647 -8.535 0.000 2.611443 3.187073 3.762 0 0.000
500.00 1383.15 46.194907 0.8692305795946029 0.890672 117.131778 -560504.364716 17.519974 -107.115447 955.645704 62.066665 -8.664 0.000 2.573224 3.153822 4.147 0 0.000
500.00 1373.15 40.182345 0.8949686322161552 0.912024 101.816709 -493974.433104 15.496993 -98.544439 820.925375 53.979803 -8.795 0.000 2.544425 3.095569 4.473 0 0.000
500.00 1363.15 35.982191 0.9116161301809554 0.925817 90.975039 -446805.481190 14.051714 -91.930869 724.706409 48.263440 -8.929 0.000 2.521420 3.050890 4.761 0 0.000
500.00 1353.15 32.817479 0.9234511560709973 0.935618 82.722670 -410855.305990 12.943864 -86.588681 651.406945 43.926405 -9.064 0.000 2.502399 3.014503 5.023 0 0.000
500.00 1343.15 30.317873 0.9323703172869685 0.943000 76.149621 -382192.417403 12.056438 -82.139316 593.178824 40.485840 -9.201 0.000 2.486316 2.983633 5.263 0 0.000
500.00 1333.15 28.277999 0.9393435721978419 0.948766 70.746072 -358612.969697 11.323420 -78.348696 545.510028 37.669832 -9.340 0.000 2.472500 2.956584 5.488 0 0.000
500.00 1323.15 26.571852 0.9449151104131539 0.953363 66.196681 -338751.737494 10.703695 -75.059767 505.563530 35.309689 -9.481 0.000 2.460497 2.932154 5.701 0 0.000
500.00 1313.15 25.116212 0.9493998943210961 0.957046 62.291790 -321698.513683 10.169712 -72.159643 471.430155 33.293056 -9.625 0.000 2.449976 2.909329 5.902 0 0.000
500.00 1303.15 23.852615 0.9529195540280820 0.959900 58.883294 -306807.137674 9.701770 -69.557345 441.743813 31.540404 -9.771 0.000 2.440706 2.886544 6.095 0 0.000
500.00 1293.15 22.735244 0.9554302870468555 0.961843 55.855031 -293560.649372 9.283986 -67.163999 415.435666 29.989184 -9.919 0.000 2.432539 2.860450 6.281 0 0.000
500.00 1283.15 21.727045 0.9566775458833929 0.962646 53.111072 -281526.755705 8.902726 -64.894505 391.732050 28.593651 -10.069 0.000 2.425361 2.830467 6.459 0 0.000
500.00 1273.15 20.790364 0.9456069809753834 0.951493 50.525127 -270298.842374 8.537782 -62.069402 366.378686 27.261695 -10.221 0.000 2.420037 2.730598 6.628 0 0.000
500.00 1263.15 19.664712 0.9399474463465821 0.945658 47.516836 -256432.426080 8.090527 -58.883685 338.130824 25.708456 -10.376 0.000 2.415907 2.686010 6.789 0 0.000
500.00 1253.15 18.487732 0.9457320248625609 0.950969 44.442700 -241727.373848 7.622332 -56.029949 311.510501 24.126823 -10.534 0.000 2.412112 2.684528 6.945 0 0.000
500.00 1243.15 17.488177 0.9506445386126929 0.955476 41.820876 -229250.979728 7.224022 -53.593460 288.741572 22.781879 -10.694 0.000 2.408597 2.683504 7.099 0 0.000
500.00 1233.15 16.628623 0.9548425608297882 0.959319 39.555975 -218531.182640 6.880984 -51.490442 269.042727 21.623722 -10.857 0.000 2.405328 2.682543 7.249 0 0.000
500.00 1223.15 15.881178 0.9584565336890893 0.962620 37.577025 -209216.542521 6.582270 -49.657386 251.825259 20.615230 -11.022 0.000 2.402285 2.681457 7.396 0 0.000
500.00 1213.15 15.224291 0.9574625526554225 0.962049 35.809321 -201059.419568 6.317824 -47.896605 234.765429 19.712855 -11.190 0.000 2.398249 2.700942 7.555 0 0.000
500.00 1203.15 14.579573 0.9608183450383122 0.965098 34.102955 -193032.009138 6.061933 -46.319343 219.025066 18.843117 -11.361 0.000 2.394439 2.699981 7.711 0 0.000
500.00 1193.15 14.011203 0.9637730957738404 0.967765 32.590839 -185966.218018 5.836107 -44.929913 205.116970 18.075687 -11.534 0.000 2.390875 2.698122 7.864 0 0.000
500.00 1183.15 13.506501 0.9663720475225578 0.970106 31.240494 -179698.714126 5.635307 -43.697636 192.740176 17.393406 -11.711 0.000 2.387539 2.696132 8.013 0 0.000
500.00 1173.15 13.055184 0.9686739142844287 0.972174 30.025817 -174099.985564 5.455508 -42.598146 181.655391 16.782536 -11.890 0.000 2.384414 2.693991 8.158 0 0.000
500.00 1163.15 12.649095 0.9707261980276009 0.974012 28.926085 -169067.403081 5.293512 -41.611933 171.671208 16.232172 -12.073 0.000 2.381485 2.691691 8.301 0 0.000
500.00 1153.15 12.281529 0.8609889036243114 0.870911 27.741354 -164728.016806 5.093032 -36.463750 153.303436 15.609924 -12.259 0.000 2.383965 2.596784 8.229 0 0.000
